,bbox,fps_x,frame_end,frame_start,instance_id,signer_id,source,split,url,variation_id,video_id,word,fps_y,width,height,duration
2775,"[47, 16, 237, 192]",25,-1,1,6,10,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/24/24250.mp4,0,6558,blanket,25.0,256,256,1.88
2776,"[52, 7, 222, 192]",25,-1,1,7,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/9/9933.mp4,0,6559,blanket,25.0,256,256,1.68
2777,"[147, 23, 514, 370]",25,-1,1,8,90,aslsignbank,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BL/BLANKET-40.mp4,0,65204,blanket,25.0,256,256,2.68
2778,"[165, 24, 509, 370]",25,-1,1,9,90,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BL/BLANKET-41.mp4,0,65205,blanket,25.0,256,256,2.24
2779,"[78, 15, 446, 360]",25,-1,1,10,109,asllex,train,https://youtu.be/zvl9WNR_Jco,0,67415,blanket,25.0,256,256,1.24
2780,"[320, 35, 1029, 720]",25,-1,1,11,5,aslu,train,https://www.youtube.com/watch?v=M4dD1mvydVw,0,6560,blanket,25.0,256,256,3.04
2781,"[0, 0, 245, 234]",25,-1,1,12,25,aslpro,train,http://www.aslpro.com/main/b/blanket_electric.swf,0,6561,blanket,25.0,256,256,4.0
2782,"[0, 0, 237, 234]",25,-1,1,13,25,aslpro,val,http://www.aslpro.com/main/b/blanket.swf,0,6562,blanket,25.0,256,256,2.52
2783,"[152, 51, 559, 400]",25,-1,1,14,12,aslsearch,train,http://www.aslsearch.com/signs/videos/blanket.mp4,0,6563,blanket,25.0,256,256,3.2
2784,"[373, 54, 798, 720]",25,-1,1,15,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/blanket.mp4,0,6551,blanket,25.0,256,256,2.6
2785,"[489, 59, 1920, 1080]",25,-1,1,16,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Blanket%202-TpMWkAVN-yo.mp4,0,6552,blanket,25.0,256,256,1.04
2786,"[0, 0, 360, 240]",25,5428,5392,0,9,asl5200,test,https://www.youtube.com/watch?v=pDqITge_TGs,0,8478,buy,25.0,256,256,1.32
2787,"[512, 62, 1374, 1080]",25,-1,1,1,115,aslbrick,test,http://aslbricks.org/New/ASL-Videos/buy.mp4,0,69255,buy,25.0,256,256,3.08
2788,"[333, 21, 930, 720]",25,62,1,2,115,lillybauer,train,https://www.youtube.com/watch?v=irVfUAKKYpg,0,68566,buy,25.0,256,256,2.48
2789,"[68, 14, 215, 192]",25,-1,1,3,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6442.mp4,0,8488,buy,25.0,256,256,1.08
2790,"[355, 42, 974, 720]",25,-1,1,4,5,aslu,train,https://www.youtube.com/watch?v=wEPDfmy2M8w,0,8489,buy,25.0,256,256,3.24
2791,"[92, 12, 426, 360]",25,-1,1,5,5,aslu,val,https://www.youtube.com/watch?v=-XubDLk1b10,0,8490,buy,25.0,256,256,3.92
2792,"[13, 22, 213, 240]",25,-1,1,6,16,aslpro,train,http://www.aslpro.com/main/b/buy.swf,0,8491,buy,25.0,256,256,2.16
2793,"[178, 40, 483, 370]",25,-1,1,7,93,aslsignbank,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BU/BUY-424.mp4,0,65282,buy,25.0,256,256,2.56
2794,"[55, 0, 265, 240]",25,-1,1,8,26,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/125647.mp4,0,8482,buy,25.0,256,256,2.6
2795,"[82, 19, 378, 360]",25,-1,1,9,109,asllex,train,https://youtu.be/-dvQ-z8mVlM,0,67453,buy,25.0,256,256,2.6
2796,"[231, 40, 486, 400]",25,-1,1,10,41,aslsearch,train,http://www.aslsearch.com/signs/videos/buy.mp4,0,8492,buy,25.0,256,256,3.04
2797,"[210, 16, 527, 414]",25,-1,1,11,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/buy.mp4,0,8483,buy,25.0,256,256,3.12
2798,"[720, 71, 1645, 1080]",25,-1,1,12,32,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Buy%202-8DpqiNo5tl4.mp4,0,8484,buy,25.0,256,256,1.28
2799,"[441, 65, 911, 720]",25,-1,1,13,31,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Buy.mp4,0,8485,buy,25.0,256,256,1.64
2800,"[74, 28, 524, 480]",25,-1,1,14,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466725657.9852.mp4,0,8486,buy,25.0,256,256,3.44
2801,"[67, 12, 254, 240]",25,-1,1,15,14,handspeak,train,https://www.handspeak.com/word/b/buy.mp4,0,8487,buy,25.0,256,256,0.92
2802,"[169, 13, 457, 370]",25,-1,1,0,90,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CA/CALL-65.mp4,0,65290,call,25.0,256,256,2.32
2803,"[67, 11, 215, 192]",25,-1,1,4,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/8/8872.mp4,1,8706,call,25.0,256,256,1.2
2804,"[51, 14, 208, 192]",25,-1,1,6,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/9/9229.mp4,1,8707,call,25.0,256,256,1.2
2805,"[153, 6, 467, 370]",25,-1,1,11,104,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/E(/E(call)-1909.mp4,0,65556,call,25.0,256,256,2.08
2806,"[162, 51, 538, 400]",25,-1,1,13,12,aslsearch,train,http://www.aslsearch.com/signs/videos/call.mp4,0,8713,call,25.0,256,256,3.0
2807,"[523, 23, 1639, 1080]",25,-1,1,14,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Call%20copy-Y2Mgkkiy_xA.mp4,1,8689,call,25.0,256,256,1.24
2808,"[741, 149, 1483, 1080]",25,-1,1,15,31,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Call-ypM7UO3bocI.mp4,0,8690,call,25.0,256,256,1.28
2809,"[96, 17, 536, 480]",25,-1,1,16,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466726118.1106.mp4,1,8691,call,25.0,256,256,3.44
2810,"[22, 19, 586, 480]",25,-1,1,17,17,asldeafined,train,https://media.asldeafined.com/vocabulary/1471143923.4012.mp4,1,8692,call,25.0,256,256,2.12
2811,"[85, 23, 532, 480]",25,-1,1,19,15,asldeafined,val,https://media.asldeafined.com/vocabulary/1527808150.9457.mp4,0,8694,call,25.0,256,256,2.56
2812,"[5, 1, 279, 240]",25,-1,1,20,14,handspeak,train,https://www.handspeak.com/word/c/call-me-phone.mp4,1,8695,call,25.0,256,256,1.08
2813,"[102, 19, 383, 360]",25,-1,1,23,109,asllex,val,https://youtu.be/oroJy8hOvpc,0,67460,call,25.0,256,256,2.04
2814,"[23, 5, 294, 240]",25,-1,1,24,14,handspeak,train,https://www.handspeak.com/word/c/call-phone2.mp4,0,8697,call,25.0,256,256,0.64
2815,"[37, 3, 280, 240]",25,-1,1,25,20,handspeak,train,https://www.handspeak.com/word/c/call-phone.mp4,1,8698,call,25.0,256,256,1.36
2816,"[57, 13, 216, 192]",25,-1,1,28,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/6/6738.mp4,0,8701,call,25.0,256,256,1.4
2817,"[75, 14, 229, 192]",25,-1,1,29,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6918.mp4,0,8702,call,25.0,256,256,1.08
2818,"[0, 0, 360, 240]",25,4250,4194,0,9,asl5200,test,https://www.youtube.com/watch?v=PPmQd2zWdP0,0,11552,coffee,25.0,256,256,1.96
2819,"[154, 38, 395, 360]",25,4919,4817,1,121,northtexas,test,https://www.youtube.com/watch?v=CSj7IScvZnE,0,70298,coffee,25.0,256,256,4.12
2820,"[167, 26, 486, 480]",25,4075,3949,2,121,northtexas,train,https://www.youtube.com/watch?v=sErq0TJMKEo,0,70033,coffee,25.0,256,256,5.08
2821,"[107, 0, 1171, 720]",25,-1,1,3,109,valencia-asl,train,https://www.youtube.com/watch?v=vcB472PRkJM,0,68025,coffee,25.0,256,256,4.28
2822,"[114, 20, 523, 356]",25,106,1,4,113,lillybauer,train,https://www.youtube.com/watch?v=xFRvV_RkEQI,0,69024,coffee,25.0,256,256,4.24
2823,"[0, 7, 242, 240]",25,-1,1,5,25,aslpro,val,http://www.aslpro.com/main/c/coffee.swf,0,11565,coffee,25.0,256,256,2.56
2824,"[191, 55, 560, 400]",25,-1,1,6,12,aslsearch,train,http://www.aslsearch.com/signs/videos/coffee.mp4,0,11566,coffee,25.0,256,256,3.16
2825,"[193, 34, 462, 370]",25,-1,1,7,92,aslsignbank,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CO/COFFEE-2035.mp4,0,65375,coffee,25.0,256,256,2.68
2826,"[48, 10, 252, 240]",25,-1,1,8,0,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/74941.mp4,0,11558,coffee,25.0,256,256,4.36
2827,"[135, 20, 376, 360]",25,-1,1,9,109,asllex,train,https://youtu.be/dBm92x_A4M4,0,67510,coffee,25.0,256,256,1.52
2828,"[421, 59, 808, 720]",25,-1,1,10,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/coffee.mp4,0,11559,coffee,25.0,256,256,1.84
2829,"[380, 12, 734, 480]",25,-1,1,11,70,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20coffee-zjqRswd2CkM.mp4,0,11560,coffee,25.0,256,256,3.6
2830,"[128, 22, 520, 480]",25,-1,1,12,59,asldeafined,val,https://media.asldeafined.com/vocabulary/1466899664.8061.mp4,0,11561,coffee,25.0,256,256,4.68
2831,"[112, 0, 563, 480]",25,-1,1,13,20,handspeak,train,https://www.handspeak.com/word/c/coffee.mp4,0,11562,coffee,25.0,256,256,2.2
2832,"[89, 14, 228, 192]",25,-1,1,14,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/7/7924.mp4,0,11563,coffee,25.0,256,256,1.72
2833,"[364, 38, 973, 720]",25,-1,1,15,5,aslu,train,https://www.youtube.com/watch?v=1wk1W5GuGiI,0,11564,coffee,25.0,256,256,2.92
2834,"[129, 16, 476, 370]",25,-1,1,0,99,aslsignbank,test,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CO/COLD-432.mp4,0,65377,cold,25.0,256,256,1.92
2835,"[180, 57, 551, 400]",25,-1,1,1,12,aslsearch,test,http://www.aslsearch.com/signs/videos/cold.mp4,0,11638,cold,25.0,256,256,3.24
2836,"[210, 16, 540, 414]",25,-1,1,2,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/cold.mp4,0,11622,cold,25.0,256,256,2.56
2837,"[380, 16, 825, 480]",25,-1,1,3,52,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20cold%203-YldGtQZmZYU.mp4,0,11623,cold,25.0,256,256,2.48
2838,"[593, 70, 1468, 1080]",25,-1,1,4,6,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cold-u2a1DwJhmrQ.mp4,0,11624,cold,25.0,256,256,1.08
2839,"[624, 133, 1621, 1072]",25,-1,1,5,39,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cold-V5nv_yk_Ah8.mp4,0,11625,cold,25.0,256,256,1.32
2840,"[411, 31, 1128, 720]",25,-1,1,7,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Cold.mp4,0,11627,cold,25.0,256,256,1.8
2841,"[116, 29, 513, 480]",25,-1,1,8,59,asldeafined,val,https://media.asldeafined.com/vocabulary/1466899767.7689.mp4,0,11628,cold,25.0,256,256,3.04
2842,"[110, 0, 584, 480]",25,-1,1,10,20,handspeak,train,https://www.handspeak.com/word/c/cold-brr.mp4,0,11630,cold,25.0,256,256,2.2
2843,"[59, 16, 263, 240]",25,-1,1,11,56,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/399313.mp4,0,11621,cold,25.0,256,256,2.0
2844,"[103, 20, 387, 360]",25,-1,1,12,109,asllex,train,https://youtu.be/EQJ7BYa01Co,0,67513,cold,25.0,256,256,1.88
2845,"[88, 22, 216, 192]",25,-1,1,15,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/22/22759.mp4,0,11633,cold,25.0,256,256,2.32
2846,"[65, 21, 233, 192]",25,-1,1,16,10,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/22/22867.mp4,0,11634,cold,25.0,256,256,2.28
2847,"[79, 16, 221, 192]",25,-1,1,17,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/7/7159.mp4,0,11635,cold,25.0,256,256,1.12
2848,"[219, 84, 932, 720]",25,-1,1,18,65,nabboud,train,https://www.youtube.com/watch?v=trlv3hkAQsQ,0,11636,cold,25.0,256,256,3.0
2849,"[14, 1, 221, 240]",25,-1,1,19,72,aslpro,train,http://www.aslpro.com/main/c/cold.swf,0,11637,cold,25.0,256,256,2.84
2850,"[0, 0, 360, 240]",25,4297,4251,0,9,asl5200,test,https://www.youtube.com/watch?v=PPmQd2zWdP0,0,11704,college,25.0,256,256,1.64
2851,"[101, 0, 1148, 720]",25,-1,1,1,109,valencia-asl,test,https://www.youtube.com/watch?v=cdK1IiBMu_M,0,68026,college,25.0,256,256,4.92
2852,"[96, 25, 280, 240]",25,1024,908,2,121,northtexas,train,https://www.youtube.com/watch?v=hjS0dQDgbjo,0,70206,college,25.0,256,256,4.68
2853,"[273, 47, 953, 720]",25,-1,1,3,5,aslu,train,https://www.youtube.com/watch?v=dVU0UNF7DEw,0,11714,college,25.0,256,256,4.32
2854,"[102, 13, 483, 360]",25,-1,1,4,5,aslu,train,https://www.youtube.com/watch?v=NK9T1HlF3H4,0,11715,college,25.0,256,256,2.76
2855,"[245, 39, 958, 720]",25,-1,1,5,5,aslu,val,https://www.youtube.com/watch?v=NK9T1HlF3H4,0,11716,college,25.0,256,256,2.48
2856,"[29, 2, 229, 240]",25,-1,1,6,72,aslpro,train,http://www.aslpro.com/main/c/college.swf,0,11717,college,25.0,256,256,2.6
2857,"[190, 35, 461, 370]",25,-1,1,7,92,aslsignbank,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CO/COLLEGE-2038.mp4,0,65379,college,25.0,256,256,3.04
2858,"[46, 5, 256, 240]",25,-1,1,8,0,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/58486.mp4,0,11708,college,25.0,256,256,3.6
2859,"[108, 18, 399, 360]",25,-1,1,9,109,asllex,train,https://youtu.be/H1Axlp1fLIU,0,67512,college,25.0,256,256,1.24
2860,"[181, 56, 536, 400]",25,-1,1,10,12,aslsearch,train,http://www.aslsearch.com/signs/videos/college.mp4,0,11718,college,25.0,256,256,3.04
2861,"[405, 73, 845, 720]",25,-1,1,11,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/college.mp4,0,11709,college,25.0,256,256,3.2
2862,"[431, 36, 1166, 720]",25,-1,1,12,31,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20College.mp4,0,11710,college,25.0,256,256,1.6
2863,"[82, 20, 520, 480]",25,-1,1,13,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466899881.4501.mp4,0,11711,college,25.0,256,256,3.2
2864,"[50, 13, 556, 480]",25,-1,1,14,20,handspeak,train,https://www.handspeak.com/word/c/college.mp4,0,11712,college,25.0,256,256,2.2
2865,"[57, 5, 218, 192]",25,-1,1,15,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/5/5794.mp4,0,11713,college,25.0,256,256,1.72
2866,"[0, 0, 360, 240]",25,6137,6091,0,9,asl5200,test,https://www.youtube.com/watch?v=PPmQd2zWdP0,0,13258,copy,25.0,256,256,1.64
2867,"[207, 1, 625, 480]",25,71,1,1,115,lillybauer,test,https://www.youtube.com/watch?v=Oacp14zeUUk,0,68756,copy,25.0,256,256,2.84
2868,"[133, 22, 526, 480]",25,-1,1,2,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466903369.6461.mp4,0,13269,copy,25.0,256,256,2.72
2869,"[74, 0, 579, 480]",25,-1,1,3,20,handspeak,train,https://www.handspeak.com/word/c/copy-everyone.mp4,0,13270,copy,25.0,256,256,3.2
2870,"[113, 0, 489, 360]",25,-1,1,4,20,handspeak,train,https://www.handspeak.com/word/c/copy-me.mp4,0,13271,copy,25.0,256,256,3.08
2871,"[25, 0, 296, 240]",25,-1,1,5,14,handspeak,val,https://www.handspeak.com/word/c/copy.mp4,0,13272,copy,25.0,256,256,0.92
2872,"[72, 14, 217, 192]",25,-1,1,6,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/1/1380.mp4,0,13273,copy,25.0,256,256,1.8
2873,"[89, 17, 211, 192]",25,-1,1,8,10,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/24/24147.mp4,0,13275,copy,25.0,256,256,1.48
2874,"[171, 19, 496, 370]",25,-1,1,9,102,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CO/COPY-1165.mp4,0,65405,copy,25.0,256,256,2.92
2875,"[95, 16, 386, 360]",25,-1,1,11,109,asllex,train,https://youtu.be/czmcAskan8Y,0,67528,copy,25.0,256,256,2.52
2876,"[368, 52, 950, 720]",25,-1,1,12,5,aslu,train,https://www.youtube.com/watch?v=dm0PExvlbKY,0,13276,copy,25.0,256,256,2.28
2877,"[22, 13, 194, 240]",25,-1,1,13,24,aslpro,train,http://www.aslpro.com/main/c/copy.swf,0,13277,copy,25.0,256,256,2.16
2878,"[179, 56, 532, 400]",25,-1,1,14,12,aslsearch,val,http://www.aslsearch.com/signs/videos/copy2.mp4,0,13278,copy,25.0,256,256,2.64
2879,"[172, 54, 530, 400]",25,-1,1,15,12,aslsearch,train,http://www.aslsearch.com/signs/videos/copy.mp4,0,13279,copy,25.0,256,256,2.52
2880,"[574, 62, 1437, 1080]",25,-1,1,16,31,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Copy%202-JFnW_6la6nc.mp4,0,13267,copy,25.0,256,256,1.84
2881,"[856, 128, 1714, 1070]",25,-1,1,17,39,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Copy-bxtQREjPuTg.mp4,0,13268,copy,25.0,256,256,1.16
2882,"[0, 0, 360, 240]",25,7518,7479,0,9,asl5200,test,https://www.youtube.com/watch?v=PPmQd2zWdP0,0,14450,cute,25.0,256,256,1.4
2883,"[364, 38, 924, 720]",25,39,1,1,112,lillybauer,test,https://www.youtube.com/watch?v=lE--hnqz2lo,0,68652,cute,25.0,256,256,1.56
2884,"[144, 0, 485, 480]",25,-1,1,2,14,handspeak,train,https://www.handspeak.com/word/c/cute2.mp4,0,14455,cute,25.0,256,256,2.2
2885,"[163, 0, 517, 480]",25,-1,1,3,14,handspeak,train,https://www.handspeak.com/word/c/cute.mp4,0,14456,cute,25.0,256,256,2.2
2886,"[69, 11, 207, 192]",25,-1,1,4,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/8/8732.mp4,0,14457,cute,25.0,256,256,1.28
2887,"[74, 10, 214, 192]",25,-1,1,5,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/8/8733.mp4,0,14458,cute,25.0,256,256,1.24
2888,"[350, 28, 935, 720]",25,-1,1,6,5,aslu,train,https://www.youtube.com/watch?v=Swd3dXctl9E,0,14459,cute,25.0,256,256,2.52
2889,"[155, 16, 454, 370]",25,-1,1,7,99,aslsignbank,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CU/CUTE_1or2-438.mp4,0,65432,cute,25.0,256,256,1.96
2890,"[123, 22, 360, 360]",25,-1,1,8,109,asllex,train,https://youtu.be/SRF4kTJWSBQ,0,67549,cute,25.0,256,256,2.76
2891,"[105, 12, 374, 360]",25,-1,1,9,109,asllex,train,https://youtu.be/Tpd0LRCDzsY,0,67548,cute,25.0,256,256,1.56
2892,"[22, 9, 215, 240]",25,-1,1,10,16,aslpro,train,http://www.aslpro.com/main/c/cute.swf,0,14460,cute,25.0,256,256,2.72
2893,"[186, 63, 546, 400]",25,-1,1,11,12,aslsearch,train,http://www.aslsearch.com/signs/videos/cute.mp4,0,14461,cute,25.0,256,256,2.6
2894,"[45, 0, 237, 240]",25,-1,1,12,0,spreadthesign,val,https://media.spreadthesign.com/video/mp4/13/58499.mp4,0,14451,cute,25.0,256,256,3.4
2895,"[382, 50, 798, 720]",25,-1,1,13,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/cute.mp4,0,14452,cute,25.0,256,256,2.52
2896,"[144, 38, 528, 480]",25,-1,1,14,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466906048.8806.mp4,0,14453,cute,25.0,256,256,2.6
2897,"[186, 76, 505, 480]",25,-1,1,15,34,asldeafined,train,https://media.asldeafined.com/vocabulary/1546573069.1645.mp4,0,14454,cute,25.0,256,256,4.44
2898,"[0, 0, 360, 240]",25,336,287,0,9,asl5200,test,https://www.youtube.com/watch?v=ChIupJBcxjs,0,14748,daughter,25.0,256,256,1.72
2899,"[173, 46, 443, 360]",25,1704,1609,1,121,northtexas,test,https://www.youtube.com/watch?v=bq-HmgjGzmw,0,70334,daughter,25.0,256,256,3.84
2900,"[303, 14, 961, 720]",25,49,1,2,112,lillybauer,train,https://www.youtube.com/watch?v=Rfnpk9fqpGI,0,68858,daughter,25.0,256,256,1.96
2901,"[63, 10, 263, 240]",25,-1,1,3,14,handspeak,train,https://www.handspeak.com/word/d/daughter.mp4,0,14754,daughter,25.0,256,256,1.32
2902,"[63, 16, 210, 192]",25,-1,1,4,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6365.mp4,0,14755,daughter,25.0,256,256,1.08
2903,"[67, 21, 209, 191]",25,-1,1,5,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/8/8464.mp4,0,14756,daughter,25.0,256,256,1.32
2904,"[66, 19, 207, 192]",25,-1,1,6,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/8/8466.mp4,0,14757,daughter,25.0,256,256,1.48
2905,"[185, 17, 486, 370]",25,-1,1,7,90,aslsignbank,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DA/DAUGHTER-1211.mp4,0,65443,daughter,25.0,256,256,2.16
2906,"[316, 44, 943, 720]",25,-1,1,8,5,aslu,train,https://www.youtube.com/watch?v=hJD5uIn7ZHg,0,14758,daughter,25.0,256,256,2.84
2907,"[6, 5, 227, 240]",25,-1,1,9,16,aslpro,train,http://www.aslpro.com/main/d/daughter.swf,0,14759,daughter,25.0,256,256,2.48
2908,"[183, 61, 534, 400]",25,-1,1,10,12,aslsearch,train,http://www.aslsearch.com/signs/videos/daughter.mp4,0,14760,daughter,25.0,256,256,3.0
2909,"[25, 0, 288, 240]",25,-1,1,11,75,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/399330.mp4,0,14749,daughter,25.0,256,256,2.6
2910,"[435, 70, 855, 720]",25,-1,1,12,38,startasl,val,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/daughter.mp4,0,14750,daughter,25.0,256,256,2.88
2911,"[412, 40, 1642, 1080]",25,-1,1,13,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Daughter%20Old-v4cNSS7EQus.mp4,0,14751,daughter,25.0,256,256,2.2
2912,"[867, 55, 1730, 1075]",25,-1,1,14,39,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Daughter--CRawrGay1g.mp4,0,14752,daughter,25.0,256,256,1.6
2913,"[110, 18, 533, 480]",25,-1,1,15,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466906650.7965.mp4,0,14753,daughter,25.0,256,256,2.92
2914,"[0, 0, 360, 240]",25,2969,2933,0,9,asl5200,train,https://www.youtube.com/watch?v=2oaCeSdHG-A,0,20064,example,25.0,256,256,1.32
2915,"[741, 17, 1678, 1080]",25,-1,1,1,4,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Example%202-y3XklXpz9Xc.mp4,1,20067,example,25.0,256,256,1.12
2916,"[709, 16, 1686, 1080]",25,-1,1,2,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Example%203-eKHr0uVDy9g.mp4,1,20068,example,25.0,256,256,1.24
2917,"[592, 68, 1506, 1080]",25,-1,1,4,6,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Example-H2rgcfiBkbo.mp4,0,20070,example,25.0,256,256,1.36
2918,"[583, 25, 1707, 1080]",25,-1,1,5,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Example-luDr_yqrP4s.mp4,1,20071,example,25.0,256,256,1.44
2919,"[64, 11, 581, 480]",25,-1,1,6,21,asldeafined,train,https://media.asldeafined.com/vocabulary/1468378376.6984.mp4,0,20072,example,25.0,256,256,2.32
2920,"[112, 0, 583, 480]",25,-1,1,7,20,handspeak,val,https://www.handspeak.com/word/e/example.mp4,0,20073,example,25.0,256,256,2.2
2921,"[172, 30, 470, 370]",25,-1,1,8,98,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/EX/EXAMPLE-1337.mp4,0,65652,example,25.0,256,256,3.4
2922,"[194, 40, 470, 370]",25,-1,1,9,92,aslsignbank,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/EX/EXAMPLE-2305.mp4,0,65653,example,25.0,256,256,2.88
2923,"[187, 39, 466, 370]",25,-1,1,10,92,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/EX/EXAMPLE-2958.mp4,1,65654,example,25.0,256,256,3.24
2924,"[76, 15, 213, 192]",25,-1,1,11,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6176.mp4,0,20074,example,25.0,256,256,1.64
2925,"[366, 49, 1031, 720]",25,-1,1,12,5,aslu,train,https://www.youtube.com/watch?v=DnIb38DHk30,0,20075,example,25.0,256,256,2.44
2926,"[4, 8, 250, 240]",25,-1,1,13,25,aslpro,train,http://www.aslpro.com/main/e/example.swf,1,20076,example,25.0,256,256,2.12
2927,"[236, 46, 485, 400]",25,-1,1,14,41,aslsearch,test,http://www.aslsearch.com/signs/videos/example.mp4,0,20077,example,25.0,256,256,2.92
2928,"[75, 1, 239, 240]",25,-1,1,16,37,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/455572.mp4,0,20066,example,25.0,256,256,2.6
2929,"[0, 0, 360, 240]",25,519,480,0,9,asl5200,test,https://www.youtube.com/watch?v=lWaQxL25Aew,0,21052,far,25.0,256,256,1.4
2930,"[493, 68, 1462, 1080]",25,-1,1,2,6,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Far-Is4-JyMoX5A.mp4,0,21073,far,25.0,256,256,1.52
2931,"[482, 57, 1647, 1080]",25,-1,1,3,32,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Far-sfcP223iU-4.mp4,0,21074,far,25.0,256,256,1.36
